movie_id,genres_list
221667,[18]
208763,"[28, 53]"
268523,[35]
263281,"[18, 35]"
374430,"[18, 28, 53]"
276401,"[18, 10749]"
265019,[53]
99367,[35]
242661,[35]
253239,[18]
244517,[18]
244063,[18]
255456,[35]
255913,"[35, 10749]"
253254,[18]
261470,"[18, 10749]"
286532,[35]
255913,"[35, 10749]"
284284,[18]
257346,"[16, 28]"
256346,"[16, 28]"
277231,"[35, 10749]"
212231,[18]
267795,"[18, 53]"
251577,[53]
226140,[53]
244534,"[18, 35]"
285387,"[18, 28, 53, 80]"
283691,"[28, 53]"
289314,[18]
295832,"[35, 10749]"
285387,"[18, 28, 53, 80]"
289314,[18]
261037,[18]
253370,[35]
223706,"[16, 28, 10751]"
235271,"[18, 53]"
126172,[53]
259956,[18]
278646,"[35, 10749]"
258284,"[18, 53, 80]"
239568,[35]
287628,"[18, 28, 53]"
265851,"[28, 53]"
271826,[18]
251768,"[16, 28, 10751]"
156597,[53]
251736,"[18, 35]"
228358,[53]
327833,"[18, 28, 53]"
282631,"[18, 28]"
293982,"[18, 10749]"
275060,[18]
296626,[53]
289416,[53]
294741,"[18, 53]"
204765,[35]
254869,"[28, 35]"
303623,[35]
251852,[53]
294463,[35]
259611,[18]
277230,"[18, 35]"
302828,"[18, 28]"
286654,[53]
248611,"[28, 53]"
260312,[18]
299847,[35]
248611,"[28, 53]"
114982,[18]
258805,"[28, 35]"
262958,[18]
283686,[53]
312428,[35]
243531,"[28, 53]"
276496,[18]
284294,[18]
276922,[53]
216580,"[18, 28, 53]"
266537,"[35, 10749]"
243568,"[18, 53]"
259074,[53]
254024,"[18, 53]"
294308,[53]
295315,"[35, 10749]"
282983,[18]
256311,[53]
244536,"[18, 53]"
290729,"[28, 53]"
277594,[28]
295799,[99]
248212,[18]
239562,"[18, 35]"
282041,[99]
260063,"[18, 28]"
305455,[35]
289151,[35]
314065,[53]
283317,[99]
330115,"[18, 35]"
306523,[35]
297961,"[18, 53, 80]"
279047,[35]
330115,"[18, 35]"
260202,"[18, 28, 53]"
264525,"[18, 35]"
256273,[35]
259943,[18]
291157,"[35, 10749]"
251981,"[18, 53, 80]"
259720,"[18, 35, 10749]"
295087,"[28, 35]"
94590,"[28, 35]"
313867,[35]
321068,[28]
258322,"[18, 35]"
223946,[35]
171846,"[18, 28, 53, 80]"
282069,"[28, 53]"
286668,[28]
279545,[35]
270668,"[18, 53]"
270403,[18]
283739,[35]
114155,[18]
253287,"[35, 10749]"
251321,[18]
256740,"[18, 28, 53]"
290599,[35]
280511,[35]
281780,"[18, 28]"
230266,[18]
197696,[18]
240341,"[16, 28]"
223954,[35]
285213,"[18, 28]"
289891,[18]
302798,[35]
294992,"[18, 28, 53]"
283322,[28]
197696,[18]
225044,[18]
281778,[28]
283707,"[18, 80]"
287524,[53]
288789,[99]
177047,[18]
258034,[18]
220471,[53]
254023,"[18, 35]"
252841,"[18, 10749]"
253292,[99]
302324,[99]
302324,[99]
262789,"[35, 10749]"
240745,[18]
256347,[53]
283708,[18]
283330,[18]
254721,[18]
214087,[18]
270771,"[28, 53]"
276918,[99]
319389,"[35, 10749]"
298722,[35]
299939,"[28, 53]"
310127,[35]
298077,[28]
290382,[18]
258750,"[28, 53]"
254200,"[18, 53]"
258251,[28]
260339,"[18, 28, 53, 80]"
266058,[18]
254772,"[18, 80]"
312497,"[18, 28]"
256284,[28]
250643,[99]
204968,"[18, 28, 53, 80]"
258251,[28]
271164,"[18, 10749]"
289712,[53]
251994,[18]
285841,[18]
409696,"[16, 28, 10751]"
316269,"[28, 53]"
297680,"[28, 53]"
304613,[53]
300838,"[28, 53]"
253251,"[18, 35, 10749]"
262340,[35]
285025,"[18, 35]"
300838,"[28, 53]"
277597,[28]
253376,[53]
280000,[53]
265018,[53]
265226,[18]
298040,[18]
289339,[35]
254439,[35]
268508,[53]
147778,[99]
257117,[53]
296727,[35]
157824,[18]
266031,[18]
200511,"[18, 53, 80]"
228496,[53]
209416,[99]
277237,"[18, 80]"
283701,"[18, 10749]"
331727,[28]
289333,[35]
266034,"[18, 53, 80]"
52653,[53]
279992,[99]
263855,[18]
257314,"[35, 10749]"
293262,[99]
298865,[53]
293633,"[18, 53]"
286301,[18]
253283,"[18, 35, 10749]"
293633,"[18, 53]"
294993,"[18, 28]"
299729,[99]
286301,[18]
238475,[35]
249021,[28]
253283,"[18, 35, 10749]"
243352,[18]
254186,[53]
251227,[35]
260088,[35]
272691,[18]
285135,"[18, 28]"
316854,[35]
120172,"[18, 28]"
244562,"[18, 53]"
68721,[28]
49521,[28]
101299,"[28, 53]"
82992,"[28, 53, 80]"
49047,"[18, 28, 53]"
72190,"[18, 28, 53]"
75612,"[28, 53]"
68726,[28]
109445,"[16, 28, 10751]"
54138,[28]
76338,[28]
57158,[28]
76170,[28]
47964,"[28, 53]"
64682,"[18, 10749]"
76203,[18]
60304,"[28, 53]"
68724,"[18, 28, 53]"
72559,"[28, 53]"
117263,"[28, 53]"
62211,"[16, 10751]"
138843,[53]
146233,"[18, 53, 80]"
109439,[35]
110415,"[18, 28]"
168672,"[18, 80]"
152532,[18]
82700,[28]
109424,"[18, 28, 53]"
109414,"[28, 35]"
49519,"[16, 28, 35, 10751]"
80274,[28]
57201,"[18, 28]"
158015,"[28, 53]"
96721,"[18, 28]"
87421,"[28, 53]"
117251,"[18, 28, 53]"
82682,"[18, 28, 53, 80]"
109428,[53]
107985,"[28, 35]"
116741,[35]
138697,"[18, 35, 10749]"
107846,"[28, 53]"
97367,"[18, 80]"
134374,"[28, 53, 80]"
193756,"[18, 28, 53]"
122081,"[18, 80]"
109421,"[18, 53, 80]"
132232,[53]
64686,[28]
76640,"[28, 53, 80]"
203833,[18]
158011,[53]
133805,"[18, 53]"
198277,"[18, 35, 10749]"
134411,"[18, 53]"
115782,[18]
140823,"[18, 35]"
116711,"[16, 28, 10751]"
109418,[35]
103731,[18]
77950,"[16, 10751]"
91586,[53]
132363,[18]
96936,"[18, 80]"
160588,"[18, 35]"
157547,[53]
157386,"[18, 35, 10749]"
152584,"[18, 10749]"
68727,"[18, 53, 80]"
109443,[35]
86825,"[18, 53]"
204082,"[28, 53]"
109410,[18]
77987,"[18, 53, 80]"
149509,"[18, 28, 53]"
86829,[18]
137093,[35]
124459,[35]
107811,[35]
87818,[35]
258216,[18]
4258,[35]
164457,"[18, 53, 80]"
109091,"[18, 53, 80]"
208134,[35]
249397,"[18, 53]"
152747,"[18, 28]"
147773,"[18, 35]"
77931,"[16, 28, 35, 10751]"
212716,"[18, 35, 10749]"
102362,"[18, 28, 53, 80]"
145135,"[28, 53]"
129670,"[18, 28]"
106747,"[28, 53, 80]"
98357,"[18, 53, 80]"
87516,"[18, 28, 53]"
136418,"[28, 53]"
179144,"[18, 35]"
146238,"[18, 53, 80]"
151960,"[16, 28, 35, 10751]"
205220,[18]
220289,"[28, 53]"
146239,[35]
132344,"[18, 10749]"
152603,"[18, 10749]"
174772,"[28, 53]"
233063,[35]
70074,"[28, 53, 80]"
139038,"[35, 53]"
152737,"[18, 35]"
178809,"[28, 53]"
205321,"[18, 53]"
158999,[99]
169813,[18]
76617,[53]
183011,"[16, 28]"
77663,"[28, 53]"
227348,[53]
64807,[35]
156700,"[18, 35]"
157354,[18]
87567,[35]
172533,"[18, 10749]"
142061,"[16, 28]"
209263,"[18, 35, 10749]"
162903,"[18, 53]"
169881,"[18, 28]"
167032,[53]
179826,[53]
121986,"[18, 35]"
115348,"[18, 53]"
174675,"[28, 53]"
209403,[35]
150117,"[35, 10749]"
192577,"[16, 28]"
68179,"[16, 28, 35, 10751]"
129139,"[35, 10749]"
144340,"[18, 35, 10749]"
119675,"[18, 10749]"
126963,"[16, 28]"
87499,"[18, 53]"
190847,"[28, 53]"
173185,[35]
184314,[18]
76544,"[18, 28]"
130150,[18]
127560,[18]
159117,[53]
44865,"[18, 28]"
111190,[18]
182219,[35]
162215,"[18, 28, 53]"
145197,"[18, 28]"
172803,"[18, 53]"
198287,"[18, 28, 53]"
209274,[18]
313106,[28]
231176,[35]
215830,[53]
180948,[53]
157360,[35]
152599,"[18, 10749]"
77805,[18]
192136,[18]
191714,"[18, 10749]"
184125,"[18, 28, 53]"
156717,"[28, 53]"
169209,"[18, 28]"
214030,[35]
206408,"[18, 35, 10749]"
77234,"[28, 53]"
190880,[35]
230222,"[16, 28, 10751]"
211954,"[18, 35]"
192145,"[18, 10749]"
146203,[53]
225703,[35]
205601,[18]
166271,[53]
152792,"[18, 53, 80]"
227700,"[18, 53]"
159128,"[18, 53]"
177699,[35]
211387,[28]
144789,[35]
146223,"[18, 53, 80]"
185567,"[18, 53, 80]"
183836,[35]
156711,"[35, 10749]"
190955,"[18, 53, 80]"
197082,[18]
150202,"[18, 53]"
220286,[53]
157820,"[18, 28]"
219318,[35]
118289,"[18, 10749]"
169219,[53]
87436,[53]
179538,"[35, 53]"
152780,"[18, 53]"
91745,"[18, 10749]"
123109,[53]
127373,[18]
199534,[53]
209249,[35]
182127,"[18, 28]"
70706,[18]
204349,[53]
50275,[99]
167581,"[18, 10749]"
157375,"[18, 35, 10749]"
200713,[35]
204668,[28]
211067,[53]
168055,"[35, 10749]"
205724,[35]
209262,"[18, 53]"
77951,"[16, 28, 10751]"
133790,[35]
140870,"[16, 28, 10751]"
174323,[35]
174323,[35]
210908,"[35, 53]"
143049,[35]
113148,"[18, 35]"
244610,[53]
185460,"[28, 53]"
174316,"[35, 10749]"
140222,"[18, 10749]"
202575,"[16, 28, 10751]"
78383,[53]
170354,[35]
188538,"[18, 10749]"
146304,[35]
182415,"[18, 35]"
209244,[35]
186161,[35]
171337,"[18, 80]"
208277,"[18, 35]"
115283,[35]
177945,[18]
165213,[53]
169020,[35]
209361,"[18, 35]"
174321,"[18, 35]"
192538,"[18, 28]"
168138,"[28, 53]"
202141,[99]
166076,"[16, 28]"
195269,[28]
209406,"[35, 10749]"
166666,"[18, 80]"
178915,[35]
172828,"[35, 53]"
229407,"[16, 10751]"
159092,"[35, 53]"
72525,"[18, 35]"
176068,"[28, 53]"
172106,[18]
200462,[53]
199661,"[35, 10749]"
203793,"[18, 28]"
231474,[28]
170657,"[28, 35]"
159932,"[18, 53, 80]"
158752,"[28, 53]"
201749,"[18, 35]"
180894,"[28, 53, 80]"
175528,[35]
186992,"[18, 53]"
210047,"[18, 53, 80]"
44977,"[28, 53, 80]"
232175,[18]
219572,"[18, 28, 53, 80]"
158445,"[18, 35]"
209504,[28]
207769,[53]
222461,[53]
109417,[18]
186929,"[18, 53]"
207686,"[18, 53]"
158907,[18]
227094,"[18, 53]"
114779,[35]
198210,[53]
159622,[99]
177271,"[16, 28, 10751]"
121677,[53]
146381,"[16, 28]"
159095,[53]
187022,[18]
214597,"[35, 53]"
193613,[18]
183662,[53]
258086,[53]
109729,"[18, 53]"
170759,[35]
200085,"[18, 28]"
194101,[18]
139519,[53]
238628,[18]
172847,"[18, 53]"
157351,"[18, 53]"
157115,"[18, 53]"
209355,[35]
216156,[18]
234567,"[16, 10751]"
166822,[28]
252529,[53]
180147,[35]
165864,"[35, 53]"
207774,[53]
203217,[35]
199420,"[28, 35]"
179111,"[18, 53]"
104329,"[28, 53]"
185574,[35]
203665,[35]
196325,[18]
172520,"[18, 53]"
158916,"[18, 53]"
253279,[18]
172391,"[16, 28, 10751]"
229405,"[16, 10751]"
153738,"[28, 53]"
156708,"[18, 35]"
238930,[35]
273404,"[18, 28, 53]"
157409,"[28, 35]"
160085,[35]
229182,[53]
172631,"[18, 35]"
226936,[35]
238589,"[28, 53]"
111473,"[18, 10749]"
170689,[53]
178446,[18]
196830,"[28, 53]"
210024,[18]
185267,"[28, 53]"
209901,[53]
212063,[99]
228202,[35]
199578,"[28, 53]"
212063,[99]
257874,[53]
191294,[18]
169934,"[16, 28]"
192133,[18]
175116,[35]
137968,[18]
206324,"[18, 28]"
214075,"[18, 35, 10749]"
151933,"[18, 28, 53]"
158091,"[18, 28, 53, 80]"
186971,[18]
210911,"[18, 28, 53]"
259761,[53]
159154,[99]
174733,"[28, 53]"
200823,[35]
159154,[99]
209764,"[28, 53, 80]"
236028,[35]
244516,[35]
191421,"[18, 10749]"
110552,[28]
172226,"[18, 53, 80]"
160068,"[18, 35]"
174682,[53]
231001,[53]
239471,"[18, 80]"
197033,"[18, 35, 10749]"
194722,"[35, 10749]"
156236,"[18, 35]"
201765,[35]
140818,[28]
149087,[18]
211052,[18]
214083,[99]
160704,"[18, 28, 53]"
230158,[35]
199591,"[18, 53]"
235984,"[18, 10749]"
215743,[18]
188183,"[35, 10749]"
191502,[99]
201066,"[18, 35]"
209271,[18]
244514,[35]
230896,"[16, 28]"
97006,[18]
209350,"[18, 35]"
209415,"[18, 35]"
209350,"[18, 35]"
111479,[18]
181009,"[18, 28]"
225564,[35]
168676,[18]
224815,"[28, 53]"
242454,"[28, 53]"
211065,"[18, 53]"
159008,[99]
124623,[99]
198062,[35]
110402,"[18, 28]"
202980,"[18, 35]"
214100,"[18, 35, 10749]"
235704,"[18, 28, 53]"
214086,"[18, 10749]"
211449,"[16, 28]"
153795,"[18, 35]"
158739,"[18, 53, 80]"
185471,[28]
214081,"[18, 10749]"
244001,[35]
176570,[53]
144288,"[16, 28]"
214761,[53]
241765,"[18, 28, 53, 80]"
199643,[35]
166879,"[35, 10749]"
152736,"[18, 53, 80]"
158914,"[18, 35]"
137698,"[18, 28]"
215962,[35]
204435,[28]
210910,"[28, 53]"
156713,"[18, 35]"
173153,[18]
141015,[28]
131689,"[28, 53]"
164331,"[28, 53]"
239459,[99]
242452,[18]
212606,[18]
167305,"[18, 53]"
216769,"[28, 35]"
165904,"[18, 53, 80]"
209251,[53]
215848,[35]
230211,[35]
188598,[18]
159770,[18]
215881,[53]
173210,[99]
168903,"[16, 10751]"
174671,[53]
228177,[35]
201847,"[18, 53]"
158423,"[35, 10749]"
175555,"[18, 35]"
150897,[18]
83869,"[18, 35]"
229768,[99]
150897,[18]
83869,"[18, 35]"
278334,[53]
180951,"[18, 10749]"
217316,[99]
208284,[53]
235093,[18]
213015,"[18, 28]"
203321,"[18, 35, 10749]"
205891,"[18, 53]"
255692,[28]
179109,[18]
174311,"[18, 35]"
186976,[18]
214910,"[28, 53]"
193418,[18]
174311,"[18, 35]"
179109,[18]
227877,[53]
255692,[28]
230217,"[35, 10749]"
178290,[99]
174366,[99]
201550,[18]
207780,[53]
158743,[35]
122369,[53]
190853,[18]
154282,[18]
167364,[35]
236325,"[35, 10749]"
229582,"[18, 10749]"
227262,[35]
239103,[18]
203351,[28]
225719,[35]
215042,[18]
171776,"[28, 53]"
186935,"[18, 80]"
188761,"[18, 53]"
167221,[18]
146578,[28]
168742,[18]
191121,"[18, 10749]"
161321,"[18, 28, 53, 80]"
159002,[99]
207021,[99]
222911,[53]
222911,[53]
227262,[35]
168742,[18]
184219,"[35, 10749]"
159024,"[28, 35]"
159138,[99]
215303,[35]
172897,"[18, 35]"
300302,[35]
194121,[53]
156268,[35]
240629,[99]
203696,"[16, 28, 10751]"
209799,[99]
209410,"[18, 35, 10749]"
214135,"[18, 53]"
241287,"[18, 28]"
169865,"[28, 53]"
158908,[18]
191820,[18]
210913,[53]
224908,[53]
233112,"[18, 28, 53, 80]"
169865,"[28, 53]"
158908,[18]
168399,[53]
238466,[99]
182873,"[18, 28]"
190250,"[28, 53]"
184149,[99]
214210,[18]
215776,[53]
174645,"[18, 28, 53, 80]"
72359,[35]
255718,"[16, 10751]"
191034,[18]
193722,"[18, 35]"
24428,[28]
68718,[18]
70160,[28]
49026,"[18, 28, 53, 80]"
49051,[28]
37724,"[28, 53]"
1930,[28]
87827,"[18, 28]"
70981,"[28, 53]"
59967,"[28, 53]"
82690,"[16, 28, 35, 10751]"
82693,"[18, 35, 10749]"
72105,"[28, 35]"
62177,"[16, 28, 35, 10751]"
41154,"[28, 35]"
68734,"[18, 53]"
75780,"[18, 53, 80]"
58595,"[18, 28]"
76163,"[28, 53]"
76163,"[28, 53]"
82675,"[28, 53, 80]"
49040,"[28, 53]"
64635,"[28, 53]"
57800,"[16, 28, 35, 10751]"
84892,"[18, 10749]"
87502,[18]
76492,"[16, 28, 35, 10751]"
22970,[53]
114150,"[18, 35, 10749]"
49529,[28]
44833,"[28, 53]"
62213,"[28, 35]"
49049,[28]
52520,"[28, 53]"
80278,"[18, 28]"
82695,"[18, 10749]"
76726,"[18, 28, 53]"
81188,"[16, 28, 10751]"
97630,"[18, 53]"
80321,"[16, 10751]"
76493,[35]
71552,[35]
71679,"[28, 53]"
83666,"[18, 35, 10749]"
72976,[18]
82507,[53]
57165,[28]
59961,"[28, 53, 80]"
72331,"[28, 53]"
72570,"[18, 10749]"
77016,"[18, 53, 80]"
65086,"[18, 53]"
73723,"[16, 10751]"
82633,"[18, 80]"
77930,"[18, 35]"
89492,[35]
49527,"[28, 53, 80]"
72545,[28]
49526,"[28, 53, 80]"
80035,[35]
103663,[18]
77877,"[18, 10749]"
77866,"[18, 28, 53, 80]"
72387,"[28, 53, 80]"
77174,"[16, 28, 35, 10751]"
82525,"[18, 53, 80]"
80271,"[18, 35, 10749]"
81796,"[28, 53]"
68722,[18]
84199,"[18, 35, 10749]"
96724,"[18, 10749]"
87826,"[28, 35]"
85446,"[18, 10749]"
60747,"[18, 28, 53]"
77953,[35]
111969,"[18, 35]"
76494,"[18, 35, 10749]"
10679,"[28, 35]"
82505,[53]
112336,[18]
80389,"[18, 28, 53, 80]"
82990,[53]
70435,"[28, 53]"
77883,[53]
72207,[35]
81836,"[35, 10749]"
127517,"[18, 53]"
87428,[35]
93856,[53]
75674,"[18, 28, 53]"
84174,"[35, 10749]"
84175,"[18, 28]"
97365,"[18, 10749]"
61012,[53]
70436,[53]
50647,[35]
86837,"[18, 10749]"
123025,"[16, 28]"
68812,"[18, 53, 80]"
112198,"[18, 35]"
80585,"[18, 35, 10749]"
97430,[28]
75638,[53]
87825,"[18, 10749]"
82881,"[16, 28, 35, 10751]"
72197,"[16, 28, 35, 10751]"
84348,[53]
83686,"[18, 53]"
127493,"[18, 28, 53, 80]"
72358,"[18, 35]"
90369,"[18, 10749]"
94348,"[28, 53, 80]"
79548,"[18, 53]"
86597,[53]
74387,[35]
137182,[18]
49014,[18]
80280,[53]
83770,"[18, 28]"
102780,"[18, 28, 53]"
82687,[35]
60599,"[18, 53]"
71668,"[35, 53]"
82696,"[18, 35, 10749]"
77948,"[28, 53]"
75258,"[16, 28, 10751]"
67660,"[35, 10749]"
87496,"[18, 53]"
98567,[28]
134597,[53]
70667,"[18, 28]"
106021,"[28, 53]"
109689,"[18, 10749]"
76487,[53]
75761,"[35, 53]"
97051,[53]
133694,[18]
119431,[28]
77875,"[35, 10749]"
93837,[28]
82390,[53]
88273,"[18, 10749]"
103328,"[18, 28]"
88042,[35]
84330,[99]
139567,"[18, 28, 53, 80]"
97614,"[18, 53, 80]"
123105,"[28, 53]"
84188,"[18, 53, 80]"
82684,[18]
134366,[53]
104755,[53]
80215,[99]
123678,[99]
111083,[53]
98548,[18]
72431,"[18, 28]"
113160,"[18, 10749]"
133698,"[35, 10749]"
113947,"[18, 35, 10749]"
111440,[53]
85038,[35]
125509,[53]
84184,"[18, 35, 10749]"
89691,[53]
89899,[35]
133469,"[18, 35, 10749]"
102207,"[28, 35]"
136403,[35]
126277,[53]
127533,"[18, 28]"
118957,"[28, 53]"
84306,"[18, 35]"
85872,[35]
112200,"[18, 35]"
60281,"[18, 10749]"
46429,"[18, 28, 53]"
94380,"[18, 28]"
109099,"[18, 53, 80]"
84194,[53]
120605,"[18, 28, 53]"
121826,"[18, 35, 10749]"
110160,"[18, 10749]"
114478,"[16, 28]"
79694,[53]
86467,[18]
122857,"[28, 53]"
114606,"[35, 53]"
76489,[35]
103747,"[18, 35]"
110398,[18]
121642,"[18, 10749]"
82679,[35]
91739,[35]
94562,[35]
121734,"[16, 28, 35, 10751]"
121936,"[35, 10749]"
125490,"[28, 53]"
90125,[99]
130739,"[18, 35]"
95516,"[18, 53, 80]"
130267,"[18, 28, 53, 80]"
129112,[18]
110354,[99]
119569,[28]
84200,[35]
85041,[35]
127846,"[18, 53]"
119278,[53]
121835,"[18, 53]"
116979,[53]
116811,"[18, 53]"
123103,[53]
101179,[53]
91010,[18]
83186,"[35, 53]"
127372,[18]
80304,"[18, 35]"
101519,"[35, 53]"
72890,[35]
160070,[53]
94901,[18]
121674,"[18, 10749]"
84165,[35]
133369,[53]
87440,"[18, 35]"
85373,"[18, 10749]"
101731,"[18, 35]"
115210,[53]
86868,[35]
103269,"[16, 28]"
74505,[53]
84341,[18]
84336,[53]
117691,"[28, 53, 80]"
97605,"[28, 53]"
123377,[18]
177221,"[18, 53]"
78215,"[18, 28]"
127521,"[28, 53, 80]"
109584,[18]
99579,[18]
82485,"[18, 28, 53, 80]"
126250,"[35, 10749]"
121879,[18]
87504,"[18, 35]"
127501,"[18, 35, 10749]"
112160,"[18, 35]"
130925,"[16, 28, 35, 10751]"
139651,[35]
110146,"[18, 35]"
128216,[99]
84178,[53]
84327,[99]
139455,"[35, 53]"
78049,[28]
92000,"[18, 53, 80]"
89455,"[18, 10749]"
123229,[35]
122800,"[18, 28, 53, 80]"
127651,[53]
147868,[35]
118406,"[16, 28]"
97690,[99]
84305,"[18, 35]"
85414,"[28, 53]"
84340,[35]
84185,[99]
138222,"[18, 35]"
121873,[18]
127370,"[18, 35, 10749]"
78571,[18]
128136,"[35, 10749]"
176983,"[16, 28]"
257368,"[18, 28]"
141581,[35]
88284,[18]
98066,[35]
119698,"[18, 28]"
121606,[53]
118628,[18]
121872,[18]
135647,"[18, 35]"
118612,[53]
82533,"[35, 10749]"
132316,"[18, 10749]"
59963,"[18, 28, 53]"
85870,[18]
100529,[35]
123235,"[35, 10749]"
102001,[18]
96599,[18]
80384,"[35, 53]"
75204,"[18, 28]"
112090,[28]
121793,[18]
98339,[53]
109520,[99]
103740,"[18, 10749]"
94204,"[18, 53, 80]"
127864,"[18, 28]"
100046,"[18, 35, 10749]"
112304,[28]
132137,"[18, 53]"
121789,[18]
53567,"[28, 53]"
39957,"[18, 53]"
123362,"[28, 53]"
113594,"[16, 28]"
89237,[18]
127374,[18]
84351,[99]
130987,"[35, 10749]"
154030,"[18, 28]"
82825,"[18, 53]"
118412,"[16, 28]"
50497,"[18, 53]"
84333,"[35, 10749]"
137409,"[28, 53]"
109843,"[18, 80]"
72334,[99]
156547,[35]
135281,"[35, 10749]"
96714,[18]
114958,"[28, 53]"
120292,"[35, 10749]"
118737,"[28, 53]"
133458,"[18, 53, 80]"
89584,"[18, 28]"
143567,[35]
52001,"[18, 53]"
107170,"[18, 28, 53]"
146631,[28]
62008,"[18, 35, 10749]"
91679,[18]
97989,"[18, 53]"
103686,[18]
120852,[53]
121828,[28]
86703,"[28, 53]"
124071,[99]
120852,[53]
82618,"[18, 35]"
93858,"[18, 10749]"
100830,[35]
98948,"[28, 53]"
140212,"[28, 53]"
138372,"[35, 53]"
164372,"[16, 28]"
82450,"[18, 28, 53]"
104859,[35]
106717,[53]
111443,"[18, 53]"
134126,"[18, 28]"
122293,"[28, 53]"
121823,"[18, 28]"
161545,[35]
84281,"[18, 35, 10749]"
102629,"[18, 28, 53]"
138941,"[18, 53]"
154441,[35]
130747,"[18, 28, 53, 80]"
127918,[99]
98205,[18]
154512,[35]
110112,"[28, 35]"
84309,[99]
128876,[53]
121730,[35]
138122,"[18, 35]"
142320,[35]
134371,"[18, 28, 53]"
97899,[18]
119193,"[18, 10749]"
118683,"[28, 53]"
117978,[53]
123359,[53]
85546,[18]
115442,[18]
113329,[18]
126315,[18]
104155,[99]
101176,[53]
139374,[35]
126757,"[35, 53]"
118677,"[18, 35]"
102000,[18]
79465,"[18, 35, 10749]"
100683,"[18, 28, 53, 80]"
128311,[53]
135368,[53]
119360,[18]
86541,[35]
70793,[35]
82631,[18]
111839,"[18, 10749]"
100089,"[28, 53]"
165567,"[18, 53]"
129533,"[16, 10751]"
84907,[53]
127884,[53]
103327,[35]
93855,"[18, 35]"
133557,[18]
124075,[99]
126797,"[18, 35]"
137315,[35]
124075,[99]
122924,"[28, 53]"
138496,"[28, 53]"
133200,[18]
98582,"[18, 28]"
157289,[18]
119738,[35]
118051,"[18, 35, 10749]"
104634,[18]
98368,[53]
100183,"[28, 53]"
89638,[99]
135309,"[28, 53]"
83191,"[18, 28]"
152989,[35]
139715,"[35, 53]"
124067,[99]
138686,"[18, 35]"
128241,"[18, 53, 80]"
100493,[53]
84169,[99]
63574,"[18, 35]"
79550,[53]
151743,[35]
79940,[35]
127548,[53]
128190,[99]
110490,"[18, 35]"
139649,"[16, 28, 10751]"
88036,[18]
89673,[35]
138376,"[28, 53]"
100275,"[35, 53]"
128158,[18]
127847,"[28, 53]"
95775,[18]
84284,[99]
134673,[18]
141679,"[18, 35]"
115023,[18]
126323,[53]
149085,[28]
96399,[18]
92393,"[28, 53]"
84577,[53]
103243,"[35, 10749]"
84742,[53]
128154,"[18, 10749]"
118624,"[18, 28]"
167449,"[18, 28]"
103758,"[18, 35]"
97632,"[28, 53]"
98886,[99]
84203,[35]
1771,[28]
10195,[28]
12445,[28]
49538,[28]
77338,"[18, 35]"
1865,[28]
56292,"[28, 53]"
58574,"[28, 53, 80]"
61791,"[18, 28, 53]"
45243,[35]
51876,"[28, 53]"
64690,"[18, 28, 53, 80]"
38356,[28]
49530,"[28, 53]"
39254,"[18, 28]"
45612,"[28, 53]"
65754,"[18, 53, 80]"
44912,"[28, 53]"
37686,"[28, 53]"
50646,"[18, 35, 10749]"
51497,"[28, 53, 80]"
46195,"[16, 28, 35, 10751]"
49849,"[18, 28, 53]"
50544,"[35, 10749]"
39513,"[28, 35]"
49013,"[16, 28, 35, 10751]"
49444,"[16, 10751]"
50014,[18]
55721,"[35, 10749]"
23629,"[28, 53]"
44943,[28]
50546,"[35, 10749]"
46529,"[28, 53]"
75174,"[18, 28, 53]"
52449,[35]
60308,[18]
39538,"[18, 28, 53]"
50456,"[28, 53]"
41630,"[35, 10749]"
48138,"[28, 53]"
59440,"[18, 28]"
40807,"[18, 35]"
41513,"[16, 28, 35, 10751]"
94329,"[28, 53, 80]"
71676,"[28, 53]"
27582,"[28, 53, 80]"
74643,"[18, 35, 10749]"
57212,[18]
65057,"[18, 35]"
8967,"[18, 28]"
50348,"[18, 53, 80]"
59108,"[28, 35]"
51828,"[18, 10749]"
10316,[18]
59965,"[28, 53]"
37958,"[18, 28]"
60935,"[28, 53]"
49517,"[18, 53]"
62835,"[18, 28, 53, 80]"
55787,"[18, 10749]"
62215,"[18, 28]"
49730,[53]
41446,[53]
76025,[18]
55779,[53]
83899,[53]
59678,"[28, 35]"
49520,[35]
63311,"[18, 53]"
88794,"[18, 80]"
62838,"[35, 10749]"
23047,[28]
49021,"[28, 53]"
64685,[18]
38321,"[28, 53]"
72113,"[18, 35]"
72571,[53]
48988,[35]
71859,"[18, 53]"
63492,"[35, 10749]"
37430,[28]
47327,"[28, 53, 80]"
71880,[35]
58151,"[35, 53]"
62206,"[28, 35]"
50839,"[18, 53]"
71688,[18]
48171,"[18, 53]"
48231,"[18, 53]"
55420,"[18, 28]"
38319,"[28, 35]"
45772,"[16, 10751]"
71469,"[28, 53]"
55846,"[28, 53, 80]"
60243,[18]
74534,"[18, 35]"
64720,"[18, 53]"
77949,[53]
49494,"[18, 28]"
68817,"[18, 10749]"
49020,"[18, 35, 10749]"
64678,"[18, 10749]"
69668,"[18, 53]"
73567,"[18, 53]"
38684,"[18, 10749]"
60420,"[18, 10749]"
23514,"[18, 35]"
50357,"[28, 53]"
74306,"[18, 35]"
75900,[18]
57157,"[18, 35, 10749]"
59968,"[18, 35]"
59861,"[18, 35, 10749]"
50698,[53]
69798,[35]
57431,[35]
